net_store,city,address,name,regular_price,prom_price,discount,link_to_image
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Моя Цена ультрапастеризованное 1.5% 970мл,"51,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/cfc/cfcbc74cb5842ad2d44ded9cd0313f7b/c5776da71f766c7c1a1d2b54b3dbdac1.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Epica питьевой ананас-кокос 2.6% 260г,"76,99","50,99",33,https://img-dostavka.magnit.ru/resize/416x416/uf/9d0/9d0866d7ded65eeb0335dfbecbe9ecb4/5779afa82e0c7cbe9f4b3c8cb2e3e935.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сырок творожный Ростагроэкспорт с изюмом 16.5% 90г,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/836/83686870679ab349db69db062cee4cfa/1f89772d36fc716c93aa161a1ffcfd62.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творожок Чудо Клубника-земляника 4% 100г,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/e0f/e0f3a9b70f8c3f93d506f159e7936672/4045757c2239d4e915638d8e82049172.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Epica с вишней и черешней 4.8% 130г,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/da8/da81dd53af0b201d80e123e3f0efe374/46031020aaa0dbb5162125c5c1ba401a.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Майонез Я люблю готовить Московский провансаль 67% 220мл,"64,99","49,99",23,https://img-dostavka.magnit.ru/resize/416x416/uf/970/970524cf812c33e2d00b91f6bf6da0f6/d6ff7f69deb3fd3b737d4cecc73d6b04.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сырок глазированный А.Ростагрокомплекс в молочном шоколаде 26% 50г,"69,99","49,99",28,https://img-dostavka.magnit.ru/resize/416x416/uf/757/7576e1cd42e946c969d1d1cd69d2f258/c4242e0f9468e5823ede34c848e40003.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт СуперКид пломбир маршмеллоу 2% 103г,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/cb5/cb5d3f36e0e003e135ba8bc285d66c62/39f49983c217b15b2a7f9f486a73d230.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Продукт молочный Моя цена Сгущенка с сахаром 270г,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/1e8/1e8d11351e8fc64c2359958d3c0f2ee0/b760882e2fb4c9f15aee7d91ce989f2e.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Савушкин Суперкид ваниль с конфетами 2% 103г,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/23e/23ed40ed809efb2f2a9a44997d51599b/927abe2949bdf56afaa01a321536ad94.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт питьевой ЭкоНива Fitness Line с черникой и малиной 2.5% 300мл,"65,99","49,99",24,https://img-dostavka.magnit.ru/resize/416x416/uf/10e/10ea2c12d5198659973136a410a8d2f5/dce6a582815c28eef2341b26957e5857.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Растишка Яблоко-Груша с печеньем в шоколаде 3% 118г,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/91e/91efcc8ecd232ccef17e042d75bc288e/b5983cfbba86b844fe96a1ffd8cf1317.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молочный коктейль Чудо Клубника 2% 200мл,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/ee8/ee8075076bff0fc01d59785e8aa9b65d/7949c3240be91ad36356f36457258ff1.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молочный коктейль Растишка детский со вкусом клубники 2% 210мл,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/72a/72abfe93c9123b7933dc090167b9fbb6/70c235930a0d2e01b57e0dc302426bfd.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сырок глазированный А.Ростагрокомплекс в темном шоколаде 26% 50г,"69,99","49,99",28,https://img-dostavka.magnit.ru/resize/416x416/uf/391/391e651b5b78b0b334c8fe32e007694b/942837a70cd39edc9cb5b45313493a19.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творожок Чудо Малина-ежевика 4.2% 100г,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/963/9636dac3c312104a5eb33a785e8f3b67/beb7a85e4064e24e32c83ce193ba2e1b.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Тан Магнит 1л,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/8a3/8a35d95daa8c3e886bce1b104646e721/cb0eb028454423813acaba3c3b9fe29f.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творожок Чудо Персик и груша 4.2% 100г,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/4e5/4e5436a22056bc23e426a10bfbf8a1f1/42ca1d1db1dbb1ef111633ff36ccc0fa.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сырок глазированный А.Ростагрокомплекс с вареной сгущенкой в молочном шоколаде 26% 50г,"69,99","49,99",28,https://img-dostavka.magnit.ru/resize/416x416/uf/6d1/6d185825daa7e3ef704ae678654d13b5/40d7ac3b912a56bea1c7ff10990726a5.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творожок Савушкин Кокос-Миндаль 3.5% 120г,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/892/892307c2b19343e848db1ae5f28c42ba/2728c72bc0138af5dcb70f4040b16921.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творожок Савушкин Черника 3.5% 120г,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/5db/5db93790aaad5da67a49bdc1891af549/6f158a445445e2f0fd66c09fcb493aef.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творожок Савушкин Вишня 3.5% 120г,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/80d/80d1a671ed78664dd117c47d67979a86/a153dde655b85dbe39e25a1df1ab808b.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Продукт творожный Простоквашино малина 3.6% 130г,"49,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/69f/69f992255d9e10239c9f72beac6e5cd1/4d7e33a6925421f048dc232e5cba739e.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сметана Домик в деревне 15% 180г,"44,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/b46/b460388d055c47f3c670595129b2a3ea/67601d0e7dee83c3238762e6c79e3f41.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творожок Чудо Воздушный со вкусом пломбира 5.8% 85г,"44,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/2a3/2a3ac42df95eca9024fa8335fa19e864/37ead9d2c8841a8f23e02f70dc0c1029.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Маргарин Хозяюшка Сливочный Нижегородский 60% 200г,"52,99","44,99",15,https://img-dostavka.magnit.ru/resize/416x416/uf/687/687300eb1760bd5707292d94a5196cff/5603a5515778e7381a469c770fcd0814.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Биокефирный продукт Домик в Деревне 1% 450г,"44,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/50b/50b0356492fe15ca406344b945079e49/437871480d5783f3786bed5be8d08936.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сырок творожный 36 Копеек со сгущенным вареным молоком 26% 40г,"44,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/6da/6da9091e15def02c25ac2ad5c7a9e722/b4f9f740cc2672f35f0ad5d22581039a.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Бисквитное пирожное Kinder молочный ломтик 28г,"49,99","43,99",12,https://img-dostavka.magnit.ru/resize/416x416/uf/560/5605ecdf8954d788a9bf373645879974/b66b56398bb03799d02d92ec074ea5b7.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Село зеленое ультрапастеризованное 2.5% 200г,"42,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/6f6/6f603aebe92ea8cc27cff15af91f815f/5f28244a10189b4c5d8decc1a84fcd99.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Агуша Клубника Банан 2.7% 180г,"42,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/1a6/1a625ba15a3389e7e4465dc9c90c560b/6c359cf8f7b9596880820fb8629bf1c2.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Агуша Зеленое яблоко мелисса 2.7% 180г,"42,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/38c/38c004dc8a29cf22ef05ca3c81e2145f/2e7d1aea9340c5ee355e4fbd76f4d9ee.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Агуша Яблоко Груша 2.7% 180г,"49,99","42,99",14,https://img-dostavka.magnit.ru/resize/416x416/uf/c10/c1096eeddf2974b948c30cb12f35fa78/ddc01f349fb916156f071a78c27a02f1.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Магнит цельное концентрированное 300г,"104,99","42,99",59,https://img-dostavka.magnit.ru/resize/416x416/uf/4ff/4ffce140bb644919ab4953639e6af030/c717f7ae07573563df45149eb845f5ce.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Продукт творожный Даниссимо Крем-брюле 5.5% 110г,"42,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/ef0/ef070a45ff3d205482decdebb9dd56be/c37f4e5332bc20be03691e1e60424b31.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Агуша Иммунити Северные ягоды 2.7% 180г,"49,99","42,99",14,https://img-dostavka.magnit.ru/resize/416x416/uf/340/34019bbc79d459bb0ea4df1f69a01b0e/db2067097d71d9e881ca043c49aa8357.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Агуша Клубника земляника 2.7% 180г,"42,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/35b/35b6b4e2992db5e9816614d375533afc/31fd08f3333030b97b8ea29b8e45c198.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Снежок Домик в Деревне 2.5% 270г,"42,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/d55/d5524667184c2d07f07f100e16786916/59e33fac17533dea76494e46e80f96b1.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог детский Агуша Классический 4.5% 100г,"41,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/bbe/bbe51c474e09ce26599069feb8ade306/594390af0d67ba93ac74440effa25a47.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Даниссимо Фантазия с хрустящими шариками со вкусом солёной карамели 105г,"69,99","41,99",40,https://img-dostavka.magnit.ru/resize/416x416/uf/afb/afb79e8482c3c467abc57d4b95b7eb3f/41c76405766b23371acdb1bfaafd2919.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Асеньевская ферма топлёное пастеризованное 4% 330мл,"41,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/6ab/6ab73b277ebdc4a2ca7726999e08a2d3/acd4a9b265b408c4e2bdd48e483e39d4.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог Магнит зерновой 5% 130г,"52,89","40,99",22,https://img-dostavka.magnit.ru/resize/416x416/uf/70c/70cf791376e667d135430c65d065a994/73aa89c996daa5eaf18bc060e74f6d66.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Трубочка Своё Калужское вафельная с варёной сгущенкой 70г,"40,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/788/788b00ab70420f2ed0eeac1dfc6cbb3e/b9063f5b1e7ad09b64fec2a6dd69d28d.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Продукт творожный Чудо Ягодное мороженое 5.8% 85г,"39,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/c31/c311a4fbf367a723c44580c07245bc90/31542f064ea5b955bd627957b97933c5.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог детский Агуша Мультифрукт 3.9% 100г,"39,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/4ca/4ca4d5883b1bb7fbbd6425f016e1a974/e33adee8960a2497808a16d7bc30f6d2.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог детский Агуша Черника 3.9% 100г,"39,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/d66/d6678f5ae4776adda7973ae232f4306b/828952a689ef39e608bb4d26b86a64f9.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молочный коктейль Рогачевъ шоколад 2.5% 200г,"59,99","39,99",33,https://img-dostavka.magnit.ru/resize/416x416/uf/38f/38f7f05aba50b2a12acb785e09d321ae/74421fa563098506edc4e612d0a2b772.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сливки Большая Кружка ультрапастеризованные 10% 200мл,"39,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/d0d/d0de73964bdcfe39eac4dde5e0e078c9/8a4d6d08b4ee6dc3f2cd9d18d42b9d02.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог детский Агуша Злаки 3.9% 100г,"39,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/0af/0af142bc124050385122c58aa00883aa/bfd4a0a0fb0a511a4abfb4f6026338bc.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко детское Агуша витаминизированное стерилизованное 2.5% 200мл,"39,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/12e/12e61b8a8967a51a6f2b4ba2e96e5bc0/0a95c86758264e81cc0d725568873a2e.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молочный коктейль Рогачевъ Пломбир 2.5% 200г,"59,99","39,99",33,https://img-dostavka.magnit.ru/resize/416x416/uf/789/789faec0ee65aae89f63af138ac214c3/701347e8dfc0939e9eee665e34dd4581.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Бифилайф Ам-Ам Малина шиповник детский 2.5% 210г,"39,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/df0/df062f90c105309aed2e69d5ec6c678f/4fc06cd1a4a0c646d0cf1999f298de79.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог детский Агуша Засыпай-ка Клубника-банан-мелисса 3.8% 100г,"39,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/c77/c7791c9b08d020794be3c60d5330cbe8/5f99ea6902d22c7459a8f5b01590ad79.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Биойогурт питьевой Тема Малина и Шиповник 2.8% 210г,"54,99","38,99",29,https://img-dostavka.magnit.ru/resize/416x416/uf/60f/60ff1bb02bfcbe1b69e5fa6f54922aee/7dfa82397dd64601461aee7bda1a2108.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Пирожное Скрепыши бисквитное с кремом в глазури 30г,"44,99","37,99",15,https://img-dostavka.magnit.ru/resize/416x416/uf/45e/45e2291c865eb7d3cbdedc2cfc071bff/82b125ff1b664b6a6597f330784e72f6.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог Моя Цена обезжиренный 180г,"37,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/50c/50c5049d1b3a74a4b15a65098260b8f2/5768d8324a0102579ad9d08532ac9cf8.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Крем-Десерт Коровка из Кореновки Рожок вафельный с вареной сгущенкой 25% 40г,"36,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/b66/b66cb25a8f3fe989cf5daacdbb855a52/fa99bd04e69e7625f0748a24abccf142.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Желе Lucky Days аромат микс 170г,"36,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/31f/31f0d7ca59bc6a8013822419626a4233/9a06fabb2d69a551e18dc44a1240b0d4.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сырок творожный Ростагроэкспорт с ванилином 16.5% 90г,"49,99","36,99",26,https://img-dostavka.magnit.ru/resize/416x416/uf/996/996157a47bc506f1386fa61993b92fc1/af2974153692eab605b9f52a80e3f362.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сырок глазированный Советские традиции с вареной сгущенкой 26% 45г,"46,99","35,99",23,https://img-dostavka.magnit.ru/resize/416x416/uf/42a/42aacfa2b2b22de8031d967b8ed9c7d5/45ff514403ca9c9304ca9f9c55d5e4bb.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Продукт творожный Простоквашино клубника-земляника 3.6% 130г,"35,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/e7f/e7ff19a5933fdaafa4d8f4967b94d3ee/cccfc89597e65eff5d3bb4da10daf6af.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог Савушкин Нежный 0% 125г,"35,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/ec2/ec2c9c0163de74c64107c9957c5f762f/f7ef531503ebec85191a3e203c80e598.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Продукт творожный Даниссимо Пломбир 5.4% 110г,"35,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/13a/13a74f9f696264b5c73d48a8259c3bf0/a01c4413212dfd5293db944f8d06e5b2.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Продукт творожный Простоквашино ананас банан 3.6% 110г,"34,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/cff/cff321f61ffe2cd4b27d504b26d8f5fc/843aa2d4a4821621baa3edfabb30cc1e.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Биойогурт Актибио с черникой. 5 злаками и семенами льна 3% 130г,"34,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/d28/d28034df147238d2909c4ce81721e1e1/f4febaed635ddaf39a766bbe4292c129.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Продукт творожный Простоквашино вишня банан 3.6% 110г,"34,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/828/828c8a2c58a99638001819a48ae26433/c87137aa422d7b5e0a2235b92fcf3d4a.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Паста творожная Суперкид Банан и яблоко 3.5% 110г,"34,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/2c3/2c3b9923a3182a02292f03eae675b8f3/0adabb734a3283ee52cf7a0058c6f4f8.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Биойогурт Актибио чернослив 2.9% 130г,"34,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/c26/c263a9570529937c0b819f2b646c2c5a/6c1b1f764949ab3dd099444e235caeae.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Биойогурт Актибио малина 3% 110г,"34,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/e89/e89ea4aa7f7bb55be46dca9384439c81/6cca1592badda6a9f257b28badd67820.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Молочная легенда с грушей 0.9% 270г,"39,99","34,99",12,https://img-dostavka.magnit.ru/resize/416x416/uf/ed1/ed1d97b14f7d13d9f1525a9a82c31243/33cf88a5f09df59152e69b75f8ead858.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Айран Магнит 500мл,"34,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/d6f/d6f620a553cebb2708eb57dcd7b25cc1/feef78208900d354f82c4b4cb5f8dbae.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н","Коктейль молочный ФрутоНяня банан 2,1% 200мл","49,99","34,99",30,https://img-dostavka.magnit.ru/resize/416x416/uf/088/088b6cb22da0678155b815a6864bce6d/55752d540c72860ddf163b2368501831.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Коктейль молочный ФрутоНяня Малина 2.1% 200мл,"49,99","34,99",30,https://img-dostavka.magnit.ru/resize/416x416/uf/0de/0dea31e41675d2c698c4d2b666a7fcf0/2c27df40b1bb2b6409961acd0a404f7e.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Биойогурт Актибио натуральный 3.5% 130г,"34,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/bf9/bf9e51c2086ead0c85f194f87d84bc69/b3c9c287d5c99b2a0f31e5f3cadedc86.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Вкуснотеево ультрапастеризованное 2.5% 200мл,"33,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/20d/20da8f1b6743cd92478672d31444fb78/f10f7806929b1dba4ef5f9edc35c3e86.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Напиток кисломолочный Имунеле детский Клубничное мороженое 1.5% 100г,"32,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/b5d/b5d82615956e7ce3acb4be45c5ad3a9b/6d8048c9896dec1a9518d6a3bcc2b121.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Напиток кисломолочный Имунеле Малина Морошка 1.2% 95мл,"32,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/db6/db6e3025180b167df631debe7925b8c1/e7c199ce1a999cc285ecb74075a2bd6a.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Напиток кисломолочный Имунеле for Kids Малиновый пломбир 1.5% 95мл,"32,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/b8b/b8baa9cd312c144f142e0488cd024586/a774e09dfb881f95c6fd7cbb8c2456ba.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Эрмигурт Тропические фрукты 7.5% 100г,"30,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/da9/da9fe71bd7765d570b9371538ea68305/1860023fb999bb2c6225ddbae1ef0f01.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Бифилайф Ам-Ам Яблоко банан детский 2.5% 210г,"39,99","30,99",22,https://img-dostavka.magnit.ru/resize/416x416/uf/318/31811d4c6b80e627f354b58929b31649/bef553dd604a4eb10c85f38960532b08.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог детский Агуша Персик 3.9% 100г,"30,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/3cc/3cca6069901c4459777427434359b0b0/a77af3155d3828a923592983214439e1.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог детский Агуша Яблоко и Банан 3.9% 100г,"30,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/311/3118c69e19c932ca93b404b0617d6b95/546a522a36e4876bd8a30849e6b1f69c.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Эрмигурт Клубника-земляника 7.5% 100г,"30,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/f97/f97a03102b9138ab7de521ba84fe5892/f4b9f19bf35d0cd5b988b65b85981b31.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сырок глазированный Свитлогорье с какао 26% 50г,"62,99","30,99",50,https://img-dostavka.magnit.ru/resize/416x416/uf/313/3135161d57c41e46a3ecbedc6d5f2987/042b2c60786dc0a0f711580e3908ce2d.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Продукт кисломолочный Actimel детский клубнично-банановый сюрприз 1.5% 95г,"29,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/aa1/aa152836f5e2c11b5dd66d2288f1df8f/c11bbf3a723abf23379cc40871a799ef.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Напиток Nemoloko овсяный классический 1.5% 200мл,"39,99","29,99",25,https://img-dostavka.magnit.ru/resize/416x416/uf/eae/eae1037e2e39e6bfa194043bba8db863/3ae4c138c56726078364b05d36c54ddb.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сырок глазированный Ростагроэкспорт с ароматом ванили 20% 45г,"29,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/d37/d374644e3b0428fa79dc5515c014fa45/c3b31f0f2ba7fef89ee502c62ffbbc2f.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Пудинг Эрмигурт Шоколадный 3.2% 100г,"29,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/1e4/1e49cb84ce87984c5a76a79e9dd9bf94/e83f8233434cbb889c9e79ab9ec239cb.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Биотворог детский ФрутоНяня с Яблоком и бананом 4.2% 100г,"43,99","29,99",31,https://img-dostavka.magnit.ru/resize/416x416/uf/62a/62a605f94804a4ee73ebfde3b0269748/b57780cdcc41ecf7358123af2e41d7b0.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Кисломолочный продукт Актимуно гранат и цинк 1.5% 95г,"29,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/03b/03b6b1f3bb5a58e4cd2b7753ab57efb9/a5343694c0e5661598f0028fbe27cd4e.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Соус майонезный Моя цена Легкий 25% 220мл,"33,99","29,99",11,https://img-dostavka.magnit.ru/resize/416x416/uf/ec9/ec955bde6f8a05acb10d705443bfdbab/f7e72e290e4d748436b43392ca1eb833.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сырок глазированный РостАгроЭкспорт с карамелью 15% 45г,"29,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/873/8739e1fb69b4cb3d196f4f2af8b820bf/1f076b443d2d68484b2340eaa3b6d5f9.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Кисломолочный продукт Актимуно клубника и цинк 1.5% 95г,"29,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/b98/b98ae7a0ccd097985d010941306b3cb5/85ef3b2c8936b5389a80895e2df9650f.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Пудинг Ehrmann Эрмигурт Карамельный 3% 100г,"29,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/bda/bdae339d368ffdccf811e5388b998722/370909b30f01f78e3e7d406c6210de93.jpeg
